ID,REVIEW,ENTITY_TAGGED_REVIEW,ENTITY_SENTIMENT
183417,"প্রোডাক্ট + ডেলিভারি + সেলার + সবকিছু খুব ভাল 
মাশাআল্লাহ আলহামদুলিল্লাহ",_NE_প্রোডাক্ট ডেলিভারি সেলার সবকিছু খুব ভাল ভাল মাশাআল্লাহ আলহামদুলিল্লাহ,2
183457,"আলহামদুলিল্লাহ,খুবই তথ্যবহুল একটি বই  ",আলহামদুলিল্লাহ খুবই তথ্যবহুল একটি _NE_বই,2
183458,অরিজিনাল প্রোডাক্ট বললেই চলে এপর্যন্ত যা নিয়েছি সবগুলা ভালো ছিল। ?,অরিজিনাল _NE_প্রোডাক্ট বললেই চলে এপর্যন্ত যা নিয়েছি সবগুলা সবগুলা ভালো ছিল ছিল?,2
183465,বাচ্চাদের জন্য সেরা ইসলামিক গল্পের বই,বাচ্চাদের জন্য সেরা ইসলামিক গল্পের _NE_বই,2
183466,"আলহামদুলিল্লাহ,  অনেক ভালো একটি বই।",আলহামদুলিল্লাহ অনেক ভালো একটি বই।,2
183491,বাচ্চাদের অনেক কিছু জানার আছে বইটিতে।,বাচ্চাদের অনেক কিছু জানার আছে _NE_বইটিতে।,2
183492,"খুবই সুন্দর উপস্থাপনা , ধন্যবাদ। ",খুবই সুন্দর উপস্থাপনা ধন্যবাদ।,2
183516,অনেক ভালো প্রোডাক্ট যে কেউ চাইলে নিতে পারেন অনেক ভালো,অনেক ভালো _NE_প্রোডাক্ট যে কেউ চাইলে নিতে নিতে পারেন অনেক ভালো,2
183616,আমার এই পর্যন্ত একমাত্র সেরা বই,আমার এই পর্যন্ত একমাত্র সেরা _NE_বই,2
183689,যেমনটা ছবিতে ছিল। তেমনই পেয়েছি৷  প্রোডাক্টটি ভাল।,যেমনটা ছবিতে ছিল।তেমনই পেয়েছি।_NE_প্রোডাক্টটি ভাল।,2
183695,অনেক ভালো হয়েছে ফেসিয়াল স্ক্রাব টা। ২০২৪ সাল পপর্যন্ত মেয়াদ। ডিসকাউন্ট রেটে পেয়েছি। সবাই নিতে পারেন।???❤️,অনেক ভালো হয়েছে _NE_ফেসিয়াল স্ক্রাব স্ক্রাব টা।২০২৪ সাল পপর্যন্ত মেয়াদ।ডিসকাউন্ট রেটে পেয়েছি।সবাই নিতে পারেন।???❤,2
183716,thank you daraz. সবকিছুই ঠিক আছিল। কিন্তু প্রোডাক্টটা কতটা কাজের এখন বলা যায় না ।,ধন্যবাদ দারাজ।সবকিছুই ঠিক আছিল।কিন্তু _NE_প্রোডাক্টটা কতটা কাজের এখন বলা যায় না না।,1
183719,"প্রডাক্ট অনেক ভালো,,, আপনারা চাইলে নিতে পারেন",_NE_প্রডাক্ট অনেক ভালো আপনারা চাইলে চাইলে নিতে পারেন,2
183743,"ভালো ভাবেই পেয়েছি। ইন্টেক ছিল পণ্যটি 
ধন্যবাদ ",ভালো ভাবেই পেয়েছি।ইন্টেক ছিল _NE_পণ্যটি ধন্যবাদ,2
183744,ভুয়া জিনিস কাজ করে রিটার্ন করলাম??,ভুয়া _NE_জিনিস কাজ করে রিটার্ন করলাম??,0
183779,"প্রোডাক্টের মান খুবই ভালো। আর সেলারের ব্যবহার অনেক অনেক ভালো ছিলো।
",_NE_প্রোডাক্টের মান খুবই ভালো।আর সেলারের ব্যবহার অনেক অনেক ভালো ছিলো ছিলো।,2
183814,আমার কাছে তাদের পণ্য ভালোই মনে হচ্ছে..আপনারা চাইলে নিতে পারেন।,আমার কাছে তাদের _NE_পণ্য _NE_পণ্য ভালোই হচ্ছে হচ্ছে .. আপনারা চাইলে নিতে পারেন পারেন পারেন পারেন,2
183912,সুমন ভাই বলেছে মালটা ভাল,সুমন ভাই বলেছে _NE_মালটা ভাল,2
183969,"অনেক দ্রুত পণ্য হাতে পেয়েছি,প্যাকেজিং ও খুব ভালো,অনেক ধন্যবাদ",অনেক দ্রুত _NE_পণ্য হাতে পেয়েছি প্যাকেজিং প্যাকেজিং ও ভালো অনেক অনেক,1
183971,আলহামদুলিল্লাহ প্রোডাক্ট ভালোভাবে হাতে পেয়েছি। সব ঠিক আছে।,আলহামদুলিল্লাহ _NE_প্রোডাক্ট ভালোভাবে হাতে পেয়েছি।সব ঠিক আছে।,2
183972,"পছন্দের দুটো জিনিস, খুব দ্রুত হাতে পেয়েছি,আলহামদুলিল্লাহ ",পছন্দের দুটো _NE_জিনিস খুব খুব হাতে পেয়েছি পেয়েছি আলহামদুলিল্লাহ,1
183973,"১১ঃ১১ সেলে অনেক কমে লুফে নিলাম। 
 অসাধারণ জিনিসগুলো ?",১১ ঃ ১১ সেলে অনেক কমে লুফে নিলাম নিলাম। অসাধারণ _NE_জিনিসগুলো ?,2
184031,"অনেক রিভিউ দেখে কিনেছিলাম, ব্যবহার করে দেখছি অসাধারণ প্রোডাক্ট ??ধন্যবাদ রঙ্গন ",অনেক রিভিউ দেখে কিনেছিলাম ব্যবহার করে দেখছি দেখছি অসাধারণ _NE_প্রোডাক্ট ??ধন্যবাদ ??ধন্যবাদ,2
184036,তৃতীয়বারের মত প্রোডাক্ট নিয়েছি। সেলার এবং পন্যের মান খুবই সন্তোষজনক।,তৃতীয়বারের মত প্রোডাক্ট নিয়েছি।সেলার এবং _NE_পন্যের মান খুবই খুবই সন্তোষজনক।,2
184038,অনেক ভালো প্রোডাক্ট। খুবই তাড়াতাড়ি ডেলিভারি পেয়েছি।ধন্যবাদ।,অনেক ভালো _NE_প্রোডাক্ট।খুবই তাড়াতাড়ি ডেলিভারি পেয়েছি।ধন্যবাদ।,2
184045,পন্য খুবই সন্তোষজনক। দ্রুততার সাথে ডেলিভেরি পেয়েছি।,_NE_পণ্য খুবই সন্তোষজনক।দ্রুততার সাথে ডেলিভারি পেয়েছি।,2
184057,আলহামদুলিল্লাহ ভালো ছিলো প্রোডাক্ট গুলো।।,আলহামদুলিল্লাহ ভালো ছিলো _NE_প্রোডাক্ট গুলো ।।,2
184126,"সুন্দর প্রোডাক্ট , দাম অনুযায়ী কোয়ালিটি ফুল",সুন্দর _NE_প্রোডাক্ট দাম দাম অনুযায়ী ফুল,2
184137,"খুব ভালো একটি প্রডাক্ট, ধন্যবাদ সেলার, সঠিক পন্য দেওয়ার জন্য।",খুব ভালো একটি _NE_প্রডাক্ট ধন্যবাদ সেলার সঠিক পন্য দেওয়ার দেওয়ার জন্য,2
184144,প্রডাক্ট অনেক ভালো ছিলো এবং অরিজিনাল। আশা করি কেউ প্রতারিত হবেন না।,_NE_প্রডাক্ট অনেক ভালো ছিলো এবং এবং অরিজিনাল।আশা করি কেউ প্রতারিত হবেন হবেন না।,2
184151,"লেট রিভিউ। আলহামদুলিল্লাহ প্রোডাক্ট অরিজিনাল। 
আর ব্যাবহার করার পরে ভালোই লাগছে। ধন্যবাদ দারাজ ",লেট রিভিউ।আলহামদুলিল্লাহ _NE_প্রোডাক্ট অরিজিনাল। আর ব্যাবহার করার পরে ভালোই ভালোই লাগছে।ধন্যবাদ দারাজ,2
184166,ছোটদের জন্য অনেক মজার একটা বই?,ছোটদের জন্য অনেক মজার একটা বই?,2
184171,ফেসওয়াশ টা অনেক ভালো আর সাথে টোনার টাও আমার পছন্দ হয়েছে ❤️?,_NE_ফেসওয়াশ টা অনেক ভালো আর সাথে টোনার টাও টাও আমার পছন্দ হয়েছে ❤ ❤,2
184175,অনেক ভালো একটা ফেসওয়াস। এটা নিয়ে ৪ টা ইউস করলাম। সবাই নিতে পারেন। ❤️,অনেক ভালো একটা ফেসওয়াস।এটা নিয়ে ৪ টা ইউস ইউস করলাম।সবাই নিতে পারেন।❤,2
184207,"খুবই ভালো একটা প্রডাক্ট,,,
আপনারা চাইলে নিতে পারেন...",খুবই ভালো একটা _NE_প্রডাক্ট আপনারা চাইলে নিতে পারেন ...,2
184217,আলহামদুলিল্লাহ প্রোডাক্ট কি ঠিকমত হাতে পেয়েছি। আশা করি এটা নকল প্রোডাক্ট নয়।,আলহামদুলিল্লাহ _NE_প্রোডাক্ট কি ঠিকমত হাতে হাতে পেয়েছি।আশা করি এটা নকল প্রোডাক্ট প্রোডাক্ট নয়।,1
184218,ভালো লাগার মত একটা কবিতার বই।,ভালো লাগার মত একটা কবিতার বই।,2
184227,ভালো প্রোডাক্ট। ঠিকমতো ব্যবহার করলে ভালো রেজাল্ট পাওয়া যায়। recommended।,ভালো _NE_প্রোডাক্ট।ঠিকমতো ব্যবহার করলে ভালো রেজাল্ট পাওয়া যায় যায়।প্রস্তাবিত।,2
184230,খুব ই ভালো প্রোডাক্ট ধন্যবাদ সেলারকে,খুব ই ভালো _NE_প্রোডাক্ট ধন্যবাদ সেলারকে,2
184363,নাহ্ আলহামদুলিল্লাহ প্রোডাক্ট ভালো।আমার মনেহয় টোনারটা খুব ভালো কাজ করে,নাহ্ আলহামদুলিল্লাহ _NE_প্রোডাক্ট ভালো।আমার মনেহয় টোনারটা খুব খুব ভালো কাজ করে,2
184374,এক কথায় অসাধারণ। সাথে গিফট এলোভেরা জেল??ধন্যবাদ সেলারকে?।,এক কথায় অসাধারণ।সাথে গিফট এলোভেরা জেল??ধন্যবাদ সেলারকে?।,2
184384,"ফেসওয়াস টি আসলেই খুব ভালো, ব্যবহার করার পর রিভিউ দিলাম।",_NE_ফেসওয়াস টি আসলেই খুব ভালো ব্যবহার করার করার পর রিভিউ দিলাম দিলাম,2
184416,ফেসওয়াশটা খুবই ভালো আর এই টোনার টাও,_NE_ফেসওয়াশটা খুবই ভালো আর এই এই টোনার টাও,2
184430,টোনার হাফ খালি। বাকি সব ঠিকঠাক,_NE_টোনার হাফ খালি।বাকি সব ঠিকঠাক,1
184496,সহজ ছন্দ শেখার একটা মজার বই,সহজ ছন্দ শেখার একটা মজার _NE_বই,2
184556,আলহামদুলিল্লাহ অরিজিনাল প্রোডাক্ট পেয়েছি।সেলারের ব্যবহারও অনেক ভালো।সাথে গিফট গুলো বেশি কিউট???,আলহামদুলিল্লাহ অরিজিনাল _NE_প্রোডাক্ট পেয়েছি।সেলারের ব্যবহারও অনেক ভালো।সাথে গিফট গিফট গুলো বেশি বেশি,2
184592,অনেক ভালো একটা জিনিস চাইলে যে কেউ নিতে পারেন,অনেক ভালো একটা _NE_জিনিস চাইলে যে কেউ কেউ নিতে পারেন,2
184597,একদম বাজে একটা পোডাক্ট কেউ নিবেন না,একদম বাজে একটা _NE_পোডাক্ট কেউ কেউ নিবেন না,0
184598,"পোডাক্ট ভালো, সব কিছু হাতে পেয়েছি",_NE_পোডাক্ট ভালো সব সব কিছু হাতে,2
184603,৩ নং প্রডাক্ট ভালো না একদমি,৩ নং _NE_প্রডাক্ট ভালো না একদমি,0
184606,এক কথায় অসাধারণ একটা বই,এক কথায় অসাধারণ একটা _NE_বই,2
184658,"দারাজ থেকে নেওয়া সবচেয়ে বেষ্ট প্রোডাক্ট?।
চাইলে আপনারা নিতে পারেন।
#orginal products ",দারাজ থেকে নেওয়া সবচেয়ে বেষ্ট বেষ্ট প্রোডাক্ট?। চাইলে আপনারা নিতে পারেন। আর্গিনাল _NE_পণ্য,2
184680,বইটি অাপনাকে পড়তেই হবে। অসাধারণ বই।,_NE_বইটি অাপনাকে পড়তেই হবে। অসাধারণ বই।,2
184690,"Seller ভাই খুবই ভালো, Original products দিয়েছেন। ধন্যবাদ সকলকে। ",বিক্রেতা ভাই খুবই ভালো মূল _NE_পণ্য দিয়েছেন।ধন্যবাদ সকলকে।,2
184701,"সেলার গিফট দিসে। ভালো প্রোডাক্ট , রিকমান্ডেড।",সেলার গিফট দিসে।ভালো _NE_প্রোডাক্ট রিকমান্ডেড।,2
184703,"অসংখ্য ধন্যবাদ OGERIO কে যেমন কথা তেমন কাজ ,,
অরিজিনাল প্রোডাক্ট টাই দিয়েছে,",ধন্যবাদ ধন্যবাদ ogerio কে যেমন কথা তেমন কাজ অরিজিনাল _NE_প্রোডাক্ট টাই দিয়েছে,2
184707,৪ দিনের ভিতর ডেলিভারি দিছে । প্যাকেজিং ভালো ছিল আর অরিজিনাল প্রোডাক্ট।,৪ দিনের ভিতর ডেলিভারি দিছে।প্যাকেজিং ভালো ছিল আর অরিজিনাল অরিজিনাল _NE_প্রোডাক্ট।,2
184710,"অনেক ভালো একটা পণ্য, ২য় বার  নিলাম ধন্যবাদ দারাজ এবং সেলার ভাইদের। ",অনেক ভালো একটা _NE_পণ্য ২ য় বার বার নিলাম দারাজ এবং সেলার সেলার ভাইদের।,2
184715,ভাল বই পড়ে ভাল লাগল,ভাল _NE_বই পড়ে ভাল লাগল,2
184720,পেয়েছি ভালো ভাবেই।কিন্তু একদম ছোট্ট একটা ফেসওয়াশ??,পেয়েছি ভালো ভাবেই।কিন্তু একদম ছোট্ট ছোট্ট একটা _NE_ফেসওয়াশ??,0
184723,পোডাক্টা অনেক ভালো  সেলার ভাইয়া  ও অনেক ভালো ছিলো,পোডাক্টা অনেক ভালো সেলার ভাইয়া ও অনেক ভালো ভালো ছিলো,2
184740,খুব ভালো  ফেসওয়াস টা কিন্তু অনেক ছোটো,খুব ভালো ফেসওয়াস টা কিন্তু কিন্তু অনেক ছোটো,1
184760,বই টা পড়ে ভয় লাগল,_NE_বই টা পড়ে ভয় লাগল,1
184801,"product হাতে পেয়েছি। original মনে হচ্ছে, smell টাও ভালো। ব্যবহার করে বাকিটা বলবো....",_NE_পণ্য হাতে পেয়েছি।আসল মনে হচ্ছে গন্ধ টাও ভালো।ব্যবহার করে বাকিটা বলবো ....,2
184806,সত্যি অনেক ভালো লাগলো বইটি পড়ে।,সত্যি অনেক ভালো লাগলো _NE_বইটি পড়ে।,2
184834,দাম অনুযায়ী বেশ ভালো এবং অরিজিনাল প্রোডাক্ট বলেই মনে হয়েছে।,দাম অনুযায়ী বেশ ভালো এবং অরিজিনাল _NE_প্রোডাক্ট বলেই বলেই মনে হয়েছে হয়েছে,2
184836,"ভাল প্রোডাক্ট!! 
নিতে পারেন সবাই 
আমার কাছে খুব ভালো লাগছে",ভাল _NE_প্রোডাক্ট নিতে পারেন সবাই আমার কাছে খুব ভালো লাগছে,2
184837,"অনেক ভালো প্রোডাক্ট,  শিপিং ফি ফ্রি ছিলো ধন্যবাদ দারাজকে। ",অনেক ভালো _NE_প্রোডাক্ট শিপিং ফি ফ্রি ছিলো ছিলো ধন্যবাদ দারাজকে।,2
184839,"আলহামদুলিল্লাহ ফেস ওয়াশ টি খুবই ভালো, ধন্যবাদ আপনাদেরকে। ",আলহামদুলিল্লাহ _NE_ফেস ওয়াশ টি খুবই ভালো ধন্যবাদ ধন্যবাদ।,2
184849,অত্যন্ত ভালো একটি প্রোডাক্ট। অরজিনাল প্রোডাক্ট।,অত্যন্ত ভালো একটি _NE_প্রোডাক্ট।অরজিনাল প্রোডাক্ট।,2
184865,"অনেক ভালো জিনিস,  তার স্কিনে স্যুট করছে",অনেক ভালো _NE_জিনিস তার তার স্কিনে করছে করছে,2
184875,খুবই ভালো প্রডাক্ট সবাই নিতে পারেন,খুবই ভালো _NE_প্রডাক্ট সবাই নিতে পারেন,2
184990,কি আর বলবো!!! খুবই ইন্টারেস্টিং ছিলো।,কি আর বলবো খুবই ইন্টারেস্টিং ছিলো।,2
185031,"ভালো একটি প্রোডাক্ট। আমার ষষ্ঠ দিনেই মোটামুটি অনেক পিম্পল রিমুভ হয়ে গেছে??
",ভালো একটি প্রোডাক্ট।আমার ষষ্ঠ দিনেই মোটামুটি অনেক পিম্পল রিমুভ হয়ে হয়ে গেছে??,2
185061,প্রোডাক্টটি অনেক সুন্দর আগেও ব্যবহার করছি। আগামীতেও  অর্ডার করবো।,_NE_প্রোডাক্টটি অনেক সুন্দর আগেও ব্যবহার ব্যবহার করছি।আগামীতেও অর্ডার করবো।,2
185071,"খুব সুন্দর প্রোডাক্ট, দেখতে অরিজিনালই মনে হয়েছে।",খুব সুন্দর _NE_প্রোডাক্ট দেখতে অরিজিনালই মনে হয়েছে হয়েছে।,2
185075,আজকে পেয়ে গেলাম প্রোডাক্টটা অনেক সুন্দর একটি প্রোডাক্ট চাইলে আপনিও নিতে পারেন।,আজকে পেয়ে গেলাম প্রোডাক্টটা অনেক সুন্দর একটি _NE_প্রোডাক্ট প্রোডাক্ট চাইলে আপনিও নিতে পারেন পারেন।,2
185077,"প্রডাক্ট অরিজিনাল ?৷ ধন্যবাদ সেলার এবং দারাজকে৷ ?
নিঃসন্দেহে নিতে পারেন৷ ?",_NE_প্রডাক্ট অরিজিনাল ?।ধন্যবাদ সেলার এবং দারাজকে।? নিঃসন্দেহে নিতে পারেন।?,2
185080,ভাইয়া আমি অরজিনাল প্রোডাক্টটা পাইনি তাই আবার আমি প্রোডাক্টটা রিটার্ন করব,ভাইয়া আমি অরজিনাল _NE_প্রোডাক্টটা পাইনি তাই আবার আমি আমি প্রোডাক্টটা রিটার্ন রিটার্ন,0
185107,দুদিনের ভিতর ফটোটা হাতে পেয়েছি এবং প্রোডাক্টটা খুবই ভালো,দুদিনের ভিতর ফটোটা হাতে পেয়েছি এবং _NE_প্রোডাক্টটা প্রোডাক্টটা খুবই ভালো,2
185117,খুবই ভালো প্রোডাক্ট অথেন্টিক ১০০%...,খুবই ভালো _NE_প্রোডাক্ট অথেন্টিক অথেন্টিক ...,2
185119,"onk vlo product,,অনেক ভালো মানের।",ওঙ্ক ভ্লো _NE_পণ্য অনেক ভালো মানের।,2
185124,রিয়েল product সব কিছু ঠিক আছে ডেলিভারি ম্যান অনেক ভালো ছিল।,রিয়েল _NE_পণ্য সব কিছু ঠিক আছে ডেলিভারি ম্যান ম্যান অনেক ভালো ছিল।,2
185127,Alhamdulillah intec product pelam. আশা করি ভালোই কাজ করবে,আলহামদুলিল্লাহ ইনটেক _NE_পণ্য পেলাম।আশা করি ভালোই কাজ করবে,2
185145,অরজিনাল প্রোডাক্ট কিন্তু দাম একটু বেশি,অরজিনাল _NE_প্রোডাক্ট কিন্তু দাম একটু বেশি,2
185199,অসাধারণ প্রোডাক্ট।  ওয়েলি স্কিন এর জন্য বেস্ট একটা প্রোডাক্ট। ক্ষতিকর কেমিক্যাল নেই।,অসাধারণ প্রোডাক্ট।ওয়েলি স্কিন এর জন্য বেস্ট একটা _NE_প্রোডাক্ট প্রোডাক্ট।ক্ষতিকর কেমিক্যাল নেই।,2
185206,"প্রোডাক্টের যাচ্ছে তাই অবস্থা। সেলার বলেছিল  কার্ড দিবে কিন্তু দেয়নি। 
",_NE_প্রোডাক্টের যাচ্ছে তাই অবস্থা।সেলার বলেছিল কার্ড দিবে কিন্তু কিন্তু দেয়নি।,0
185210,ভালো প্রোডাক্ট পেয়েছি বাকিটা ব্যবহার করে বুঝতে পারবো ধন্যবাদ সেলারকে,ভালো _NE_প্রোডাক্ট পেয়েছি বাকিটা ব্যবহার করে বুঝতে বুঝতে পারবো ধন্যবাদ সেলারকে,2
185212,এত টাকার প্রোডাক্ট এর প্যাকেট খোলা কেন? কোন না কোন ঝামেলা তো আছে।,এত টাকার _NE_প্রোডাক্ট এর প্যাকেট খোলা খোলা কোন না কোন ঝামেলা তো তো আছে।,0
185213,"ফেস ওয়াশ টার পেকেট এর মুখ খোলা ছিলো,
অরিজিনাল কিনা সন্দেহ আছে ?",_NE_ফেস ওয়াশ টার পেকেট এর মুখ খোলা ছিলো ছিলো অরিজিনাল কিনা সন্দেহ আছে ?,0
185215,প্যাকেট ছাড়া প্রোডাক্ট  প্লাস্টিকের মোড়ানো সিল  ছিঁড়ে ফেলা,প্যাকেট ছাড়া _NE_প্রোডাক্ট প্লাস্টিকের মোড়ানো সিল ছিঁড়ে ছিঁড়ে ফেলা,0
185216,এই প্রোডাক্ট নিয়ে নতুন কিছু বলার নাই। এককথায় পুরাই অস্থির।,এই _NE_প্রোডাক্ট নিয়ে নতুন কিছু বলার নাই নাই।এককথায় পুরাই অস্থির।,2
185218,প্রোডাক্ট এর মধ্যে কোন বারকট নেই। সঠিক পন্য বলে মনে হচ্ছেনা।,_NE_প্রোডাক্ট এর মধ্যে কোন বারকট বারকট নেই।সঠিক পন্য বলে মনে হচ্ছেনা।,0
185226,আগে ১ বার নিছিলাম আজকে আবার নিলাম ভালো প্রোডাক্ট তাই,আগে ১ বার নিছিলাম আজকে আবার নিলাম নিলাম ভালো _NE_প্রোডাক্ট তাই,2
185345,চমৎকার একটা বই ।,চমৎকার একটা _NE_বই ।,2
185347,"সত্তি অসাধারন একটি বই,  ",সত্তি অসাধারন একটি _NE_বই,2
185357,"অরজিনাল প্রোডাক্ট তবে দাম বেশি ?
দাম আরেকটু কম হলে ভালো হতো ???",অরজিনাল _NE_প্রোডাক্ট তবে দাম বেশি ? দাম আরেকটু কম হলে ভালো ভালো হতো ???,2
185369," সময় মতে প্রোডাক্ট টা পেয়ে গেছি। ? ধন্যবাদ দারাজ ?
",সময় মতে _NE_প্রোডাক্ট টা পেয়ে পেয়ে গেছি।? ধন্যবাদ দারাজ ?,1
185382,দেখতে ভালই লাগছে এবং পণ্যটিও আসল দেখি ব্যবহারের পর আবার রিভিউ দেব।,দেখতে ভালই লাগছে এবং  _NE_পণ্যটিও আসল দেখি ব্যবহারের ব্যবহারের পর আবার রিভিউ দেব দেব।,2
185387,7 দিন ব্যবহার করে রিভিউ দিচ্ছি ১০০% অরজিনাল প্রোডাক্ট,7 দিন ব্যবহার করে রিভিউ দিচ্ছি ১০০ অরজিনাল _NE_প্রোডাক্ট,2
185392,অনেক ভাল একটা ফেস ওয়াশ। রিকমন্ডেড।,অনেক ভাল একটা _NE_ফেস ওয়াশ।রিকমন্ডেড।,2
185425,"অরিজিনাল প্রোডাক্ট পয়েছি,সেলারের ব্যবহার অনেক ভালো।অনেক অনেক ধন্যবাদ❤️",অরিজিনাল _NE_প্রোডাক্ট পয়েছি সেলারের সেলারের অনেক ভালো।অনেক ভালো।অনেক অনেক ধন্যবাদ❤,2
185427,"খুবই সুন্দর অরিজিনাল প্রোডাক্ট আর সেলারও খুব ভালো
Love you daraz ",খুবই সুন্দর অরিজিনাল _NE_প্রোডাক্ট আর সেলারও খুব খুব ভালো তোমাকে ভালবাসি দারাজ,2
185432,"খুব তাড়াতাড়ি ডেলিভারি পেলাম  ফেসওয়াশ টি খুব ভালো,?",খুব তাড়াতাড়ি ডেলিভারি পেলাম _NE_ফেসওয়াশ টি খুব ভালো ভালো ?,2
185436,খুবই বাজে একটা ফেস ওয়াশ। আমার টাকা গুলো নষ্ট হয়েছে।,খুবই বাজে একটা _NE_ফেস ওয়াশ।আমার টাকা গুলো নষ্ট হয়েছে।,0
185441,অনেক ভালো একটা প্রডাক্ট। ২য় বারের মত ওর্ডার করলাম,অনেক ভালো একটা প্রডাক্ট।২ য় বারের মত ওর্ডার করলাম,2
185450,ভাইয়া এই ফেইসওয়াশ এর তো মেয়াদ শেষ,ভাইয়া এই _NE_ফেসওয়াশ এর কি কি মেয়াদ শেষ,1
185451,"অরজিনাল পণ্য, চাইলে নিতে পারেন।",অরজিনাল _NE_পণ্য চাইলে চাইলে নিতে পারেন,2
185452,"good products,,৩য় বার কিনতেছি?",ভাল _NE_পণ্য ৩ য় বার কিনতেছি?,2
185558,"অর্জিনাল প্রডাক্ট।এখন শুধু ফলাফলের অপেক্ষায়। 
পরে অবশ্যই রিভিউ দিবো।",অর্জিনাল _NE_প্রডাক্ট।এখন শুধু ফলাফলের অপেক্ষায়। পরে অবশ্যই রিভিউ দিবো।,2
185567,"অর্জিনাল প্রোডাক্ট টা পাইনাই।
ফেক একটা প্রোডাক্ট ছিল। ",অর্জিনাল _NE_প্রোডাক্ট টা পাইনাই। ফেক একটা প্রোডাক্ট ছিল।,0
185590," একদম অরিজিনাল প্রোডাক্ট। স্ক্যান করেছি।
 এই নিয়ে ২বার ইউজ করলাম। অয়েলি স্কিনের জন্য ভালো। ",একদম অরিজিনাল _NE_প্রোডাক্ট।স্ক্যান করেছি। এই নিয়ে ২ বার ইউজ ইউজ করলাম।অয়েলি স্কিনের জন্য ভালো।,2
185594,আলহামদুলিল্লাহ প্রোডাক্টটি অনেক ভালো আপনারা চাইলে নিতে পারেন জাযাকাল্লাহ দারাজের সবাইকে,আলহামদুলিল্লাহ _NE_প্রোডাক্টটি অনেক ভালো আপনারা চাইলে নিতে পারেন পারেন জাযাকাল্লাহ দারাজের দারাজের,2
185607,"সুন্দর কাজ করে, পণ্যটা ভালো আছে।  অন্যান্য ফেসওয়াশ থেকে।",সুন্দর কাজ করে _NE_পণ্যটা পণ্যটা ভালো।।অন্যান্য ফেসওয়াশ থেকে।,2
185616,ধন্যবাদ সেলার এবং দারাজ। পণ্য অরিজিনাল।,ধন্যবাদ সেলার এবং দারাজ। _NE_পণ্য অরিজিনাল।,2
185652,অরিজিনাল প্রোডাক্ট। মেয়াদ আছে অনেক দিন।,অরিজিনাল _NE_প্রোডাক্ট।মেয়াদ আছে অনেক দিন।,2
185668,"১১.১১ অফারে ১৩৭ টাকায় এই জিনিস,অবিশ্বাস্য। 
ধন্যবাদ বিক্রেতা এবং দারাজ কে??",১১ ১১ অফারে ১৩৭ ১৩৭ টাকায় _NE_জিনিস জিনিস অবিশ্বাস্য। ধন্যবাদ বিক্রেতা এবং দারাজ কে??,2
185695,পডাকটি অজিনাল আছে অনেক ভালো,_NE_পডাকটি অজিনাল আছে অনেক ভালো,2
185715,কম টাকায় ভালো একটা প্রডাক্ট । তবে প্রডাক্ট ভিতরে কম ছিলো। টোনারটাও অনেকটা খালি ছিলো।,কম টাকায় ভালো একটা প্রডাক্ট।তবে _NE_প্রডাক্ট ভিতরে কম ছিলো।টোনারটাও অনেকটা খালি ছিলো।,2
185722,"আলহামদুলিল্লাহ অনেক ভালো একটা প্রডাক্ট 
সবাই নিতে পারেন ?",আলহামদুলিল্লাহ অনেক ভালো একটা _NE_প্রডাক্ট সবাই নিতে পারেন ?,2
185738,"ভাই একদম পালতু প্রোডাক্ট,,রিটানো নিচ্ছনা ",ভাই একদম পালতু _NE_প্রোডাক্ট রিটানো নিচ্ছনা,0
185741,"Good deal gd product
wife জন্য নেওয়া হল",ভাল ডিল জিডি _NE_পণ্য স্ত্রী জন্য নেওয়া হল,2
185747,বইটি পড়ে খুব ভালো লাগলো..,_NE_বইটি পড়ে খুব ভালো লাগলো ..,2
185802,সুরাইয়া খানমের একমাত্র কবিতার বই,সুরাইয়া খানমের একমাত্র কবিতার _NE_বই,1
185817,অনেক ভালো original product পাইছি,অনেক ভালো আসল _NE_পণ্য পাইছি,2
185831,একদম অরজিনাল প্রোডাক্ট।সেলার এবং রাইডার মেন দুইজনে অনেক ভালো,একদম অরজিনাল _NE_প্রোডাক্ট।সেলার এবং রাইডার মেন দুইজনে অনেক অনেক ভালো,2
185836,"2022,,, সালের পণ্য,, এমনটা আশা করি নাই ",2022 সালের _NE_পণ্য এমনটা আশা করি নাই,0
185873,"অরিজিনাল প্রোডাক্ট, দামটা একটু বেশি",অরিজিনাল _NE_প্রোডাক্ট দামটা একটু বেশি,2
185981,প্রোডাক্ট খুবই ভালো। নিতে পারেন। এই দামে কমই আছে এরকম।,_NE_প্রোডাক্ট খুবই ভালো।নিতে পারেন।এই দামে কমই আছে এরকম।,2
185982,ধন্যবাদ সময়মতো ডেলিভারি পেয়েছি এবং প্রডাক্ট অরজিনাল??,ধন্যবাদ সময়মতো ডেলিভারি পেয়েছি এবং এবং _NE_প্রডাক্ট অরজিনাল??,2
186005,"ধন্যবাদ, পোডাক্টটি অরিজিনাল ছিল,,দ্রুত ডেলিভারি পেয়েছি। ",ধন্যবাদ _NE_প্রোডাক্টটির অরিজিনাল ছিল দ্রুত ডেলিভারি পেয়েছি।,2
