id,review,sentiment,bio_tagged_review
2652,জঘন্য সেপটেক্স সাবান দিয়েছে। সীল খোলা ছিলো।,0,জঘন্য সেপটেক্স-B সাবান-I দিয়েছে। সীল খোলা ছিলো।
2653,খুবই ভালো সেপটেক্স সাবান পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।,2,খুবই ভালো সেপটেক্স-B সাবান-I পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।
2654,"সেপটেক্স সাবান টা মোটামুটি, আরো ভালো এক্সপেক্ট করেছিলাম।",1,"সেপটেক্স-B সাবান-I টা মোটামুটি, আরো ভালো এক্সপেক্ট করেছিলাম।"
2655,মেয়াদ উত্তীর্ণ সেপটেক্স সাবান দিয়েছে। টাকাটাই নষ্ট।,0,মেয়াদ উত্তীর্ণ সেপটেক্স-B সাবান-I দিয়েছে। টাকাটাই নষ্ট।
2656,১০০% অরিজিনাল সেপটেক্স সাবান পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।,2,১০০% অরিজিনাল সেপটেক্স-B সাবান-I পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।
2657,সব গুলোই ভালো ছিলো। শুধু সেপটেক্স সাবান এর ঢাকনা এক জায়গায় ভাঙ্গা ছিল।,0,সব গুলোই ভালো ছিলো। শুধু সেপটেক্স-B সাবান-I এর ঢাকনা এক জায়গায় ভাঙ্গা ছিল।
2658,সেরা সেপটেক্স সাবান পেয়েছি। দারাজকে ধন্যবাদ।,2,সেরা সেপটেক্স-B সাবান-I পেয়েছি। দারাজকে ধন্যবাদ।
2659,সেপটেক্স সাবান টি দেয়া হয়নি।,0,সেপটেক্স-B সাবান-I টি দেয়া হয়নি।
2660,পারফেক্ট সেপটেক্স সাবান পেয়েছি। সেলারকে ধন্যবাদ।,2,পারফেক্ট সেপটেক্স-B সাবান-I পেয়েছি। সেলারকে ধন্যবাদ।
2661,বাজে সেপটেক্স সাবান দিয়েছে। ডেলিভারি অনেক দেরি করেছে।,0,বাজে সেপটেক্স-B সাবান-I দিয়েছে। ডেলিভারি অনেক দেরি করেছে।
2662,সেপটেক্স সাবান সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।,2,সেপটেক্স-B সাবান-I সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।
2663,চমৎকার সেপটেক্স সাবান পেয়েছি। ব্যবহার করে সন্তুষ্ট।,2,চমৎকার সেপটেক্স-B সাবান-I পেয়েছি। ব্যবহার করে সন্তুষ্ট।
2664,মেয়াদ উত্তীর্ণ সেপটেক্স সাবান দিয়েছে। কোয়ালিটি একদম খারাপ।,0,মেয়াদ উত্তীর্ণ সেপটেক্স-B সাবান-I দিয়েছে। কোয়ালিটি একদম খারাপ।
2665,সেপটেক্স সাবান টি দেয়া হয়নি।,0,সেপটেক্স-B সাবান-I টি দেয়া হয়নি।
2666,সেপটেক্স সাবান টা এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।,2,সেপটেক্স-B সাবান-I টা এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।
2667,নকল সেপটেক্স সাবান দিয়েছে। কোয়ালিটি একদম খারাপ।,0,নকল সেপটেক্স-B সাবান-I দিয়েছে। কোয়ালিটি একদম খারাপ।
2668,মানসম্মত সেপটেক্স সাবান পেয়েছি। প্রোডাক্ট আশানুরূপ।,2,মানসম্মত সেপটেক্স-B সাবান-I পেয়েছি। প্রোডাক্ট আশানুরূপ।
2669,অসাধারণ সেপটেক্স সাবান পেয়েছি। উপকার পেয়েছি।,2,অসাধারণ সেপটেক্স-B সাবান-I পেয়েছি। উপকার পেয়েছি।
2670,নিম্নমানের সেপটেক্স সাবান দিয়েছে। কাজ করে না।,0,নিম্নমানের সেপটেক্স-B সাবান-I দিয়েছে। কাজ করে না।
2671,পারফেক্ট সেপটেক্স সাবান পেয়েছি। প্রোডাক্ট আশানুরূপ।,2,পারফেক্ট সেপটেক্স-B সাবান-I পেয়েছি। প্রোডাক্ট আশানুরূপ।
2672,ভালোই মনে হচ্ছে সেপটেক্স সাবান। উপকার পেলে আবার নেব।,2,ভালোই মনে হচ্ছে সেপটেক্স-B সাবান।-I উপকার পেলে আবার নেব।
2673,আসল সেপটেক্স সাবান পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।,2,আসল সেপটেক্স-B সাবান-I পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।
2674,সীল টা খোলা ছিল। সেপটেক্স সাবান টা আঠা আঠা ছিল। এমনটা আশা ছিল না।,0,সীল টা খোলা ছিল। সেপটেক্স-B সাবান-I টা আঠা আঠা ছিল। এমনটা আশা ছিল না।
2675,সুন্দর সেপটেক্স সাবান পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।,2,সুন্দর সেপটেক্স-B সাবান-I পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।
2676,"সেপটেক্স সাবান টা অল্প দামের মধ্যে ঠিক আছে। চলবে, এতো খারাপও না।",1,"সেপটেক্স-B সাবান-I টা অল্প দামের মধ্যে ঠিক আছে। চলবে, এতো খারাপও না।"
2677,"সেপটেক্স সাবান টা মোটামুটি মানের। খুব ভালোও না, খারাপও না।",1,"সেপটেক্স-B সাবান-I টা মোটামুটি মানের। খুব ভালোও না, খারাপও না।"
2678,অসাধারণ সেপটেক্স সাবান পেয়েছি। দারাজকে ধন্যবাদ।,2,অসাধারণ সেপটেক্স-B সাবান-I পেয়েছি। দারাজকে ধন্যবাদ।
2679,দারুন সেপটেক্স সাবান পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।,2,দারুন সেপটেক্স-B সাবান-I পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।
2680,ব্যবহার করা সেপটেক্স সাবান দিয়েছে। সীল খোলা ছিলো।,0,ব্যবহার করা সেপটেক্স-B সাবান-I দিয়েছে। সীল খোলা ছিলো।
2681,অরিজিনাল সেপটেক্স সাবান পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।,2,অরিজিনাল সেপটেক্স-B সাবান-I পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।
2682,"সেপটেক্স সাবান টা মোটামুটি, আরো ভালো এক্সপেক্ট করেছিলাম।",1,"সেপটেক্স-B সাবান-I টা মোটামুটি, আরো ভালো এক্সপেক্ট করেছিলাম।"
2683,খুবই ভালো সেপটেক্স সাবান পেয়েছি। খুবই পছন্দ হয়েছে।,2,খুবই ভালো সেপটেক্স-B সাবান-I পেয়েছি। খুবই পছন্দ হয়েছে।
2684,"সব পন্য গুলো ভাল, কিন্তু সেপটেক্স সাবান টার ডেট একেবারে শেষ প্রান্তে।",0,"সব পন্য গুলো ভাল, কিন্তু সেপটেক্স-B সাবান-I টার ডেট একেবারে শেষ প্রান্তে।"
2685,"সবার পড়া বা ব্যবহার করা উচিত, অসাধারণ সেপটেক্স সাবান।",2,"সবার পড়া বা ব্যবহার করা উচিত, অসাধারণ সেপটেক্স-B সাবান।-I"
2686,"ভালো না, এর থেকে অন্য সেপটেক্স সাবান ভালো।",0,"ভালো না, এর থেকে অন্য সেপটেক্স-B সাবান-I ভালো।"
2687,খুবই ভালো সেপটেক্স সাবান পেয়েছি। প্রোডাক্ট আশানুরূপ।,2,খুবই ভালো সেপটেক্স-B সাবান-I পেয়েছি। প্রোডাক্ট আশানুরূপ।
2688,চমৎকার সেপটেক্স সাবান পেয়েছি। আপনারা চাইলে নিতে পারেন।,2,চমৎকার সেপটেক্স-B সাবান-I পেয়েছি। আপনারা চাইলে নিতে পারেন।
2689,আসল সেপটেক্স সাবান পেয়েছি। দারাজকে ধন্যবাদ।,2,আসল সেপটেক্স-B সাবান-I পেয়েছি। দারাজকে ধন্যবাদ।
2690,অরিজিনাল না সেপটেক্স সাবান দিয়েছে। কাজ করে না।,0,অরিজিনাল না সেপটেক্স-B সাবান-I দিয়েছে। কাজ করে না।
2691,অনেক ভালো সেপটেক্স সাবান পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।,2,অনেক ভালো সেপটেক্স-B সাবান-I পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।
2692,সীল টা খোলা ছিল। সেপটেক্স সাবান টা আঠা আঠা ছিল। এমনটা আশা ছিল না।,0,সীল টা খোলা ছিল। সেপটেক্স-B সাবান-I টা আঠা আঠা ছিল। এমনটা আশা ছিল না।
2693,আসল সেপটেক্স সাবান পেয়েছি। সেলারকে ধন্যবাদ।,2,আসল সেপটেক্স-B সাবান-I পেয়েছি। সেলারকে ধন্যবাদ।
2694,দারুন সেপটেক্স সাবান পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।,2,দারুন সেপটেক্স-B সাবান-I পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।
2695,১০০% অরিজিনাল সেপটেক্স সাবান পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।,2,১০০% অরিজিনাল সেপটেক্স-B সাবান-I পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।
2696,সব গুলোই ভালো ছিলো। শুধু সেপটেক্স সাবান এর ঢাকনা এক জায়গায় ভাঙ্গা ছিল।,0,সব গুলোই ভালো ছিলো। শুধু সেপটেক্স-B সাবান-I এর ঢাকনা এক জায়গায় ভাঙ্গা ছিল।
2697,সুন্দর সেপটেক্স সাবান পেয়েছি। আপনারা চাইলে নিতে পারেন।,2,সুন্দর সেপটেক্স-B সাবান-I পেয়েছি। আপনারা চাইলে নিতে পারেন।
2698,নিম্নমানের সেপটেক্স সাবান দিয়েছে। টাকাটাই নষ্ট।,0,নিম্নমানের সেপটেক্স-B সাবান-I দিয়েছে। টাকাটাই নষ্ট।
2699,চমৎকার সেপটেক্স সাবান পেয়েছি। প্রোডাক্ট আশানুরূপ।,2,চমৎকার সেপটেক্স-B সাবান-I পেয়েছি। প্রোডাক্ট আশানুরূপ।
2700,এতো তাড়াতাড়ি ডেলিভারি পাবো ভাবিনি। তবে প্যাকেজিংটা আরো ভালো হতে পারতো সেপটেক্স সাবান এর।,1,এতো তাড়াতাড়ি ডেলিভারি পাবো ভাবিনি। তবে প্যাকেজিংটা আরো ভালো হতে পারতো সেপটেক্স-B সাবান-I এর।
2701,মেরিলের সাবান টা মোটামুটি মানের। ব্যবহার করে দেখি।,1,মেরিলের-B সাবান-I টা মোটামুটি মানের। ব্যবহার করে দেখি।
2702,ভালোই মনে হচ্ছে মেরিলের সাবান। উপকার পেলে আবার নেব।,2,ভালোই মনে হচ্ছে মেরিলের-B সাবান।-I উপকার পেলে আবার নেব।
2703,"সবার পড়া বা ব্যবহার করা উচিত, অসাধারণ মেরিলের সাবান।",2,"সবার পড়া বা ব্যবহার করা উচিত, অসাধারণ মেরিলের-B সাবান।-I"
2704,১০০% অরিজিনাল মেরিলের সাবান পেয়েছি। সেলারকে ধন্যবাদ।,2,১০০% অরিজিনাল মেরিলের-B সাবান-I পেয়েছি। সেলারকে ধন্যবাদ।
2705,অনেক ভালো মেরিলের সাবান পেয়েছি। খুবই পছন্দ হয়েছে।,2,অনেক ভালো মেরিলের-B সাবান-I পেয়েছি। খুবই পছন্দ হয়েছে।
2706,ব্যবহার করা মেরিলের সাবান দিয়েছে। কেউ নিবেন না।,0,ব্যবহার করা মেরিলের-B সাবান-I দিয়েছে। কেউ নিবেন না।
2707,জঘন্য মেরিলের সাবান দিয়েছে। সেলার বাটপার।,0,জঘন্য মেরিলের-B সাবান-I দিয়েছে। সেলার বাটপার।
2708,মেরিলের সাবান টা মাঝামাঝি। আরেকটু ভালো আশা করেছিলাম।,1,মেরিলের-B সাবান-I টা মাঝামাঝি। আরেকটু ভালো আশা করেছিলাম।
2709,প্রডাক্ট আশানুরূপ সাথে একটা ফ্রি দেওয়ার জন্য ধন্যবাদ। মেরিলের সাবান টা ভালো।,2,প্রডাক্ট আশানুরূপ সাথে একটা ফ্রি দেওয়ার জন্য ধন্যবাদ। মেরিলের-B সাবান-I টা ভালো।
2710,সব গুলোই ভালো ছিলো। শুধু মেরিলের সাবান এর ঢাকনা এক জায়গায় ভাঙ্গা ছিল।,0,সব গুলোই ভালো ছিলো। শুধু মেরিলের-B সাবান-I এর ঢাকনা এক জায়গায় ভাঙ্গা ছিল।
2711,বেস্ট মেরিলের সাবান পেয়েছি। দারাজকে ধন্যবাদ।,2,বেস্ট মেরিলের-B সাবান-I পেয়েছি। দারাজকে ধন্যবাদ।
2712,নিম্নমানের মেরিলের সাবান দিয়েছে। টাকাটাই নষ্ট।,0,নিম্নমানের মেরিলের-B সাবান-I দিয়েছে। টাকাটাই নষ্ট।
2713,খুব সুন্দর মেরিলের সাবান পেয়েছি। সবাই নিতে পারেন।,2,খুব সুন্দর মেরিলের-B সাবান-I পেয়েছি। সবাই নিতে পারেন।
2714,নিম্নমানের মেরিলের সাবান দিয়েছে। ডেলিভারি অনেক দেরি করেছে।,0,নিম্নমানের মেরিলের-B সাবান-I দিয়েছে। ডেলিভারি অনেক দেরি করেছে।
2715,প্রডাক্ট আশানুরূপ সাথে একটা ফ্রি দেওয়ার জন্য ধন্যবাদ। মেরিলের সাবান টা ভালো।,2,প্রডাক্ট আশানুরূপ সাথে একটা ফ্রি দেওয়ার জন্য ধন্যবাদ। মেরিলের-B সাবান-I টা ভালো।
2716,খারাপ মেরিলের সাবান দিয়েছে। কাজ করে না।,0,খারাপ মেরিলের-B সাবান-I দিয়েছে। কাজ করে না।
2717,মেরিলের সাবান টা মাঝামাঝি। প্যাকেজিং ভালো হতে পারতো।,1,মেরিলের-B সাবান-I টা মাঝামাঝি। প্যাকেজিং ভালো হতে পারতো।
2718,অনেক ভালো মেরিলের সাবান পেয়েছি। কোয়ালিটি এক নাম্বার।,2,অনেক ভালো মেরিলের-B সাবান-I পেয়েছি। কোয়ালিটি এক নাম্বার।
2719,বেস্ট মেরিলের সাবান পেয়েছি। প্রোডাক্ট আশানুরূপ।,2,বেস্ট মেরিলের-B সাবান-I পেয়েছি। প্রোডাক্ট আশানুরূপ।
2720,খুবই খারাপ মেরিলের সাবান দিয়েছে। কোয়ালিটি একদম খারাপ।,0,খুবই খারাপ মেরিলের-B সাবান-I দিয়েছে। কোয়ালিটি একদম খারাপ।
2721,সুন্দর মেরিলের সাবান পেয়েছি। প্রোডাক্ট আশানুরূপ।,2,সুন্দর মেরিলের-B সাবান-I পেয়েছি। প্রোডাক্ট আশানুরূপ।
2722,খারাপ মেরিলের সাবান দিয়েছে। সেলার বাটপার।,0,খারাপ মেরিলের-B সাবান-I দিয়েছে। সেলার বাটপার।
2723,মেরিলের সাবান টা যেমন দাম তেমন। আরেকটু ভালো আশা করেছিলাম।,1,মেরিলের-B সাবান-I টা যেমন দাম তেমন। আরেকটু ভালো আশা করেছিলাম।
2724,খুব সুন্দর মেরিলের সাবান পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।,2,খুব সুন্দর মেরিলের-B সাবান-I পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।
2725,ফালতু মেরিলের সাবান দিয়েছে। ডেলিভারি অনেক দেরি করেছে।,0,ফালতু মেরিলের-B সাবান-I দিয়েছে। ডেলিভারি অনেক দেরি করেছে।
2726,অর্ডার করেছি একটা দিলেন আরেকটা। মেরিলের সাবান টা ভুল।,0,অর্ডার করেছি একটা দিলেন আরেকটা। মেরিলের-B সাবান-I টা ভুল।
2727,ভালোই মনে হচ্ছে মেরিলের সাবান। উপকার পেলে আবার নেব।,2,ভালোই মনে হচ্ছে মেরিলের-B সাবান।-I উপকার পেলে আবার নেব।
2728,সুন্দর মেরিলের সাবান পেয়েছি। আপনারা চাইলে নিতে পারেন।,2,সুন্দর মেরিলের-B সাবান-I পেয়েছি। আপনারা চাইলে নিতে পারেন।
2729,অরিজিনাল মেরিলের সাবান পেয়েছি। কোয়ালিটি এক নাম্বার।,2,অরিজিনাল মেরিলের-B সাবান-I পেয়েছি। কোয়ালিটি এক নাম্বার।
2730,পারফেক্ট মেরিলের সাবান পেয়েছি। ব্যবহার করে সন্তুষ্ট।,2,পারফেক্ট মেরিলের-B সাবান-I পেয়েছি। ব্যবহার করে সন্তুষ্ট।
2731,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি মেরিলের সাবান।,2,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি মেরিলের-B সাবান।-I
2732,সুন্দর মেরিলের সাবান পেয়েছি। উপকার পেয়েছি।,2,সুন্দর মেরিলের-B সাবান-I পেয়েছি। উপকার পেয়েছি।
2733,নিম্নমানের মেরিলের সাবান দিয়েছে। সীল খোলা ছিলো।,0,নিম্নমানের মেরিলের-B সাবান-I দিয়েছে। সীল খোলা ছিলো।
2734,মেরিলের সাবান টা এভারেজ মানের। খারাপ না।,1,মেরিলের-B সাবান-I টা এভারেজ মানের। খারাপ না।
2735,মেরিলের সাবান টা এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।,2,মেরিলের-B সাবান-I টা এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।
2736,পারফেক্ট মেরিলের সাবান পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।,2,পারফেক্ট মেরিলের-B সাবান-I পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।
2737,"মেরিলের সাবান টা মোটামুটি, আরো ভালো এক্সপেক্ট করেছিলাম।",1,"মেরিলের-B সাবান-I টা মোটামুটি, আরো ভালো এক্সপেক্ট করেছিলাম।"
2738,দারুন মেরিলের সাবান পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।,2,দারুন মেরিলের-B সাবান-I পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।
2739,মেয়াদ উত্তীর্ণ মেরিলের সাবান দিয়েছে। কেউ নিবেন না।,0,মেয়াদ উত্তীর্ণ মেরিলের-B সাবান-I দিয়েছে। কেউ নিবেন না।
2740,মানসম্মত মেরিলের সাবান পেয়েছি। আপনারা চাইলে নিতে পারেন।,2,মানসম্মত মেরিলের-B সাবান-I পেয়েছি। আপনারা চাইলে নিতে পারেন।
2741,সেরা মেরিলের সাবান পেয়েছি। খুবই পছন্দ হয়েছে।,2,সেরা মেরিলের-B সাবান-I পেয়েছি। খুবই পছন্দ হয়েছে।
2742,মেরিলের সাবান সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।,2,মেরিলের-B সাবান-I সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।
2743,নিম্নমানের মেরিলের সাবান দিয়েছে। দারাজকে রিপোর্ট করবো।,0,নিম্নমানের মেরিলের-B সাবান-I দিয়েছে। দারাজকে রিপোর্ট করবো।
2744,মেয়াদ উত্তীর্ণ মেরিলের সাবান দিয়েছে। দারাজকে রিপোর্ট করবো।,0,মেয়াদ উত্তীর্ণ মেরিলের-B সাবান-I দিয়েছে। দারাজকে রিপোর্ট করবো।
2745,ফালতু মেরিলের সাবান দিয়েছে। কাজ করে না।,0,ফালতু মেরিলের-B সাবান-I দিয়েছে। কাজ করে না।
2746,প্রডাক্ট আশানুরূপ সাথে একটা ফ্রি দেওয়ার জন্য ধন্যবাদ। মেরিলের সাবান টা ভালো।,2,প্রডাক্ট আশানুরূপ সাথে একটা ফ্রি দেওয়ার জন্য ধন্যবাদ। মেরিলের-B সাবান-I টা ভালো।
2747,মেরিলের সাবান সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।,2,মেরিলের-B সাবান-I সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।
2748,ব্যবহার করা মেরিলের সাবান দিয়েছে। আশা করিনি এমনটা।,0,ব্যবহার করা মেরিলের-B সাবান-I দিয়েছে। আশা করিনি এমনটা।
2749,মেরিলের সাবান টা এভারেজ মানের। খারাপ না।,1,মেরিলের-B সাবান-I টা এভারেজ মানের। খারাপ না।
2750,মেরিলের সাবান সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।,2,মেরিলের-B সাবান-I সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।
2751,পারফেক্ট মেরিলের সাবান পেয়েছি। প্রোডাক্ট আশানুরূপ।,2,পারফেক্ট মেরিলের-B সাবান-I পেয়েছি। প্রোডাক্ট আশানুরূপ।
2752,"নকল মেরিলের সাবান দিয়েছে। ছবিতে এক, বাস্তবে আরেক।",0,"নকল মেরিলের-B সাবান-I দিয়েছে। ছবিতে এক, বাস্তবে আরেক।"
2753,মানসম্মত মেরিলের সাবান পেয়েছি। দারাজকে ধন্যবাদ।,2,মানসম্মত মেরিলের-B সাবান-I পেয়েছি। দারাজকে ধন্যবাদ।
2754,১০০% অরিজিনাল মেরিলের সাবান পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।,2,১০০% অরিজিনাল মেরিলের-B সাবান-I পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।
2755,পারফেক্ট মেরিলের সাবান পেয়েছি। কোয়ালিটি এক নাম্বার।,2,পারফেক্ট মেরিলের-B সাবান-I পেয়েছি। কোয়ালিটি এক নাম্বার।
2756,খুব সুন্দর মেরিলের সাবান পেয়েছি। খুবই পছন্দ হয়েছে।,2,খুব সুন্দর মেরিলের-B সাবান-I পেয়েছি। খুবই পছন্দ হয়েছে।
2757,সেরা মেরিলের সাবান পেয়েছি। সেলারকে ধন্যবাদ।,2,সেরা মেরিলের-B সাবান-I পেয়েছি। সেলারকে ধন্যবাদ।
2758,মেরিলের সাবান টা চলনসই। আরেকটু ভালো আশা করেছিলাম।,1,মেরিলের-B সাবান-I টা চলনসই। আরেকটু ভালো আশা করেছিলাম।
2759,অরিজিনাল না মেরিলের সাবান দিয়েছে। কেউ নিবেন না।,0,অরিজিনাল না মেরিলের-B সাবান-I দিয়েছে। কেউ নিবেন না।
2760,পুরানো মেরিলের সাবান দিয়েছে। টাকাটাই নষ্ট।,0,পুরানো মেরিলের-B সাবান-I দিয়েছে। টাকাটাই নষ্ট।
2761,খুব সুন্দর মেরিলের সাবান পেয়েছি। কোয়ালিটি এক নাম্বার।,2,খুব সুন্দর মেরিলের-B সাবান-I পেয়েছি। কোয়ালিটি এক নাম্বার।
2762,অসাধারণ মেরিলের সাবান পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।,2,অসাধারণ মেরিলের-B সাবান-I পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।
2763,মেরিলের সাবান গুলো বেশ ভালোই ছিল।,2,মেরিলের-B সাবান-I গুলো বেশ ভালোই ছিল।
2764,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি মেরিলের সাবান।,2,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি মেরিলের-B সাবান।-I
2765,জঘন্য মেরিলের সাবান দিয়েছে। টাকাটাই নষ্ট।,0,জঘন্য মেরিলের-B সাবান-I দিয়েছে। টাকাটাই নষ্ট।
2766,সুন্দর মেরিলের সাবান পেয়েছি। দারাজকে ধন্যবাদ।,2,সুন্দর মেরিলের-B সাবান-I পেয়েছি। দারাজকে ধন্যবাদ।
2767,সুন্দর মেরিলের সাবান পেয়েছি। প্রোডাক্ট আশানুরূপ।,2,সুন্দর মেরিলের-B সাবান-I পেয়েছি। প্রোডাক্ট আশানুরূপ।
2768,দারুন মেরিলের সাবান পেয়েছি। প্রোডাক্ট আশানুরূপ।,2,দারুন মেরিলের-B সাবান-I পেয়েছি। প্রোডাক্ট আশানুরূপ।
2769,সুন্দর মেরিলের সাবান পেয়েছি। ব্যবহার করে সন্তুষ্ট।,2,সুন্দর মেরিলের-B সাবান-I পেয়েছি। ব্যবহার করে সন্তুষ্ট।
2770,মেরিলের সাবান সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।,2,মেরিলের-B সাবান-I সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।
2771,অরিজিনাল মেরিলের সাবান পেয়েছি। সেলারকে ধন্যবাদ।,2,অরিজিনাল মেরিলের-B সাবান-I পেয়েছি। সেলারকে ধন্যবাদ।
2772,ডুপ্লিকেট মেরিলের সাবান দিয়েছে। দারাজকে রিপোর্ট করবো।,0,ডুপ্লিকেট মেরিলের-B সাবান-I দিয়েছে। দারাজকে রিপোর্ট করবো।
2773,বেস্ট মেরিলের সাবান পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।,2,বেস্ট মেরিলের-B সাবান-I পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।
2774,অনেক ভালো মেরিলের সাবান পেয়েছি। কোয়ালিটি এক নাম্বার।,2,অনেক ভালো মেরিলের-B সাবান-I পেয়েছি। কোয়ালিটি এক নাম্বার।
2775,মেরিলের সাবান গুলো বেশ ভালোই ছিল।,2,মেরিলের-B সাবান-I গুলো বেশ ভালোই ছিল।
2776,মেয়াদ উত্তীর্ণ মেরিলের সাবান দিয়েছে। টাকাটাই নষ্ট।,0,মেয়াদ উত্তীর্ণ মেরিলের-B সাবান-I দিয়েছে। টাকাটাই নষ্ট।
2777,খুবই ভালো মেরিলের সাবান পেয়েছি। সবাই নিতে পারেন।,2,খুবই ভালো মেরিলের-B সাবান-I পেয়েছি। সবাই নিতে পারেন।
2778,খুব সুন্দর মেরিলের সাবান পেয়েছি। কোয়ালিটি এক নাম্বার।,2,খুব সুন্দর মেরিলের-B সাবান-I পেয়েছি। কোয়ালিটি এক নাম্বার।
2779,১০০% অরিজিনাল মেরিলের সাবান পেয়েছি। ব্যবহার করে সন্তুষ্ট।,2,১০০% অরিজিনাল মেরিলের-B সাবান-I পেয়েছি। ব্যবহার করে সন্তুষ্ট।
2780,সেরা মেরিলের সাবান পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।,2,সেরা মেরিলের-B সাবান-I পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।
2781,দাম অনুযায়ী মেরিলের সাবান ভালো না। কোয়ালিটি আরো ভালো হওয়া উচিত ছিল।,0,দাম অনুযায়ী মেরিলের-B সাবান-I ভালো না। কোয়ালিটি আরো ভালো হওয়া উচিত ছিল।
2782,সেরা মেরিলের সাবান পেয়েছি। সবাই নিতে পারেন।,2,সেরা মেরিলের-B সাবান-I পেয়েছি। সবাই নিতে পারেন।
2783,মেরিলের সাবান টা চলনসই। ডেলিভারি লেট ছিলো।,1,মেরিলের-B সাবান-I টা চলনসই। ডেলিভারি লেট ছিলো।
2784,মেরিলের সাবান টা মোটামুটি ভালো। আরেকটু ভালো আশা করেছিলাম।,1,মেরিলের-B সাবান-I টা মোটামুটি ভালো। আরেকটু ভালো আশা করেছিলাম।
2785,"সব পন্য গুলো ভাল, কিন্তু মেরিলের সাবান টার ডেট একেবারে শেষ প্রান্তে।",0,"সব পন্য গুলো ভাল, কিন্তু মেরিলের-B সাবান-I টার ডেট একেবারে শেষ প্রান্তে।"
2786,মেয়াদ উত্তীর্ণ মেরিলের সাবান দিয়েছে। ডেলিভারি অনেক দেরি করেছে।,0,মেয়াদ উত্তীর্ণ মেরিলের-B সাবান-I দিয়েছে। ডেলিভারি অনেক দেরি করেছে।
2787,অনেক ভালো মেরিলের সাবান। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো মেরিলের-B সাবান।-I দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
2788,ডুপ্লিকেট মেরিলের সাবান দিয়েছে। আশা করিনি এমনটা।,0,ডুপ্লিকেট মেরিলের-B সাবান-I দিয়েছে। আশা করিনি এমনটা।
