id,review,sentiment,bio_tagged_review
2535,"দেখলাম মেহেদী গুড়ো, ঠিক আছে।",1,"দেখলাম মেহেদী-B গুড়ো-I, ঠিক আছে।"
2536,"ধন্যবাদ, মেহেদী গুড়ো খুব কাজে দিয়েছে।",2,"ধন্যবাদ, মেহেদী-B গুড়ো-I খুব কাজে দিয়েছে।"
2537,মেহেদী গুড়ো এর মেয়াদ নেই।,0,মেহেদী-B গুড়ো-I এর মেয়াদ নেই।
2538,মেহেদী গুড়ো ব্যবহার করে জানাবো।,1,মেহেদী-B গুড়ো-I ব্যবহার করে জানাবো।
2539,"দেখলাম মেহেদী গুড়ো, ঠিক আছে।",1,"দেখলাম মেহেদী-B গুড়ো-I, ঠিক আছে।"
2540,"দেখলাম মেহেদী গুড়ো, ঠিক আছে।",1,"দেখলাম মেহেদী-B গুড়ো-I, ঠিক আছে।"
2541,দারাজকে ধন্যবাদ মেহেদী গুড়ো এর জন্য।,2,দারাজকে ধন্যবাদ মেহেদী-B গুড়ো-I এর জন্য।
2542,খারাপ সার্ভিস মেহেদী গুড়ো এর জন্য।,0,খারাপ সার্ভিস মেহেদী-B গুড়ো-I এর জন্য।
2543,মেহেদী গুড়ো একদম ফালতু।,0,মেহেদী-B গুড়ো-I একদম ফালতু।
2544,"মেহেদী গুড়ো হাতে পেয়েছি, ধন্যবাদ।",1,"মেহেদী-B গুড়ো-I হাতে পেয়েছি, ধন্যবাদ।"
2545,দারাজকে ধন্যবাদ মেহেদী গুড়ো এর জন্য।,2,দারাজকে ধন্যবাদ মেহেদী-B গুড়ো-I এর জন্য।
2546,দাম অনুযায়ী মেহেদী গুড়ো বেস্ট।,2,দাম অনুযায়ী মেহেদী-B গুড়ো-I বেস্ট।
2547,মেহেদী গুড়ো খুব ভালো কাজ করে।,2,মেহেদী-B গুড়ো-I খুব ভালো কাজ করে।
2548,"মেহেদী গুড়ো এর প্যাকেট খোলা ছিল, হতাশ।",0,"মেহেদী-B গুড়ো-I এর প্যাকেট খোলা ছিল, হতাশ।"
2549,খুব ভালো মেহেদী গুড়ো!,2,খুব ভালো মেহেদী-B গুড়ো-I!
2550,অরিজিনাল মেহেদী গুড়ো পেয়ে খুশি।,2,অরিজিনাল মেহেদী-B গুড়ো-I পেয়ে খুশি।
2551,"ডেলিভারি ঠিক ছিল, মেহেদী গুড়ো ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, মেহেদী-B গুড়ো-I ঠিক আছে।"
2552,মেহেদী গুড়ো ভালো না।,0,মেহেদী-B গুড়ো-I ভালো না।
2553,মেহেদী গুড়ো এর মান খুব ভালো।,2,মেহেদী-B গুড়ো-I এর মান খুব ভালো।
2554,মেহেদী গুড়ো খুব ভালো কাজ করে।,2,মেহেদী-B গুড়ো-I খুব ভালো কাজ করে।
2555,সবাই নিতে পারেন মেহেদী গুড়ো।,2,সবাই নিতে পারেন মেহেদী-B গুড়ো-I।
2556,সবাই নিতে পারেন মেহেদী গুড়ো।,2,সবাই নিতে পারেন মেহেদী-B গুড়ো-I।
2557,ঠিক আছে মেহেদী গুড়ো।,1,ঠিক আছে মেহেদী-B গুড়ো-I।
2558,মেহেদী গুড়ো একদম ফালতু।,0,মেহেদী-B গুড়ো-I একদম ফালতু।
2559,অনেক ভালো মেহেদী গুড়ো।,2,অনেক ভালো মেহেদী-B গুড়ো-I।
2560,মেহেদী গুড়ো খুব খারাপ।,0,মেহেদী-B গুড়ো-I খুব খারাপ।
2561,দারাজকে ধন্যবাদ মেহেদী গুড়ো এর জন্য।,2,দারাজকে ধন্যবাদ মেহেদী-B গুড়ো-I এর জন্য।
2562,"মেহেদী গুড়ো টা অসাধারণ, সবাই নিতে পারেন।",2,"মেহেদী-B গুড়ো-I টা অসাধারণ, সবাই নিতে পারেন।"
2563,মেহেদী গুড়ো এর মান খুব ভালো।,2,মেহেদী-B গুড়ো-I এর মান খুব ভালো।
2564,"ধন্যবাদ, মেহেদী গুড়ো খুব কাজে দিয়েছে।",2,"ধন্যবাদ, মেহেদী-B গুড়ো-I খুব কাজে দিয়েছে।"
2565,মেহেদী গুড়ো ভালো না।,0,মেহেদী-B গুড়ো-I ভালো না।
2566,ঠিক আছে মেহেদী গুড়ো।,1,ঠিক আছে মেহেদী-B গুড়ো-I।
2567,হাতে পেলাম মেহেদী গুড়ো।,1,হাতে পেলাম মেহেদী-B গুড়ো-I।
2568,মেহেদী গুড়ো এর প্যাকিং ভালো।,1,মেহেদী-B গুড়ো-I এর প্যাকিং ভালো।
2569,মেহেদী গুড়ো একদম ফালতু।,0,মেহেদী-B গুড়ো-I একদম ফালতু।
2570,মেহেদী গুড়ো ভালো না।,0,মেহেদী-B গুড়ো-I ভালো না।
2571,হাতে পেলাম মেহেদী গুড়ো।,1,হাতে পেলাম মেহেদী-B গুড়ো-I।
2572,"মেহেদী গুড়ো এর প্যাকেট খোলা ছিল, হতাশ।",0,"মেহেদী-B গুড়ো-I এর প্যাকেট খোলা ছিল, হতাশ।"
2573,অনেক ভালো মেহেদী গুড়ো।,2,অনেক ভালো মেহেদী-B গুড়ো-I।
2574,দাম অনুযায়ী মেহেদী গুড়ো বেস্ট।,2,দাম অনুযায়ী মেহেদী-B গুড়ো-I বেস্ট।
2575,দাম অনুযায়ী মেহেদী গুড়ো বেস্ট।,2,দাম অনুযায়ী মেহেদী-B গুড়ো-I বেস্ট।
2576,"মেহেদী গুড়ো হাতে পেয়েছি, ধন্যবাদ।",1,"মেহেদী-B গুড়ো-I হাতে পেয়েছি, ধন্যবাদ।"
2577,দাম অনুযায়ী মেহেদী গুড়ো বেস্ট।,2,দাম অনুযায়ী মেহেদী-B গুড়ো-I বেস্ট।
2578,মাঝারি মানের মেহেদী গুড়ো।,1,মাঝারি মানের মেহেদী-B গুড়ো-I।
2579,সবাই নিতে পারেন মেহেদী গুড়ো।,2,সবাই নিতে পারেন মেহেদী-B গুড়ো-I।
2580,মাঝারি মানের মেহেদী গুড়ো।,1,মাঝারি মানের মেহেদী-B গুড়ো-I।
2581,দারাজকে ধন্যবাদ মেহেদী গুড়ো এর জন্য।,2,দারাজকে ধন্যবাদ মেহেদী-B গুড়ো-I এর জন্য।
2582,"ডেলিভারি ঠিক ছিল, মেহেদী গুড়ো ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, মেহেদী-B গুড়ো-I ঠিক আছে।"
2583,দারাজকে ধন্যবাদ মেহেদী গুড়ো এর জন্য।,2,দারাজকে ধন্যবাদ মেহেদী-B গুড়ো-I এর জন্য।
2584,হাতে পেলাম মেহেদী গুড়ো।,1,হাতে পেলাম মেহেদী-B গুড়ো-I।
2585,হতাশ মেহেদী গুড়ো দেখে।,0,হতাশ মেহেদী-B গুড়ো-I দেখে।
2586,মেহেদী গুড়ো এর প্যাকিং ভালো।,1,মেহেদী-B গুড়ো-I এর প্যাকিং ভালো।
2587,সাধারণ মেহেদী গুড়ো।,1,সাধারণ মেহেদী-B গুড়ো-I।
2588,মেহেদী গুড়ো খুব খারাপ।,0,মেহেদী-B গুড়ো-I খুব খারাপ।
2589,মেহেদী গুড়ো নকল মনে হচ্ছে।,0,মেহেদী-B গুড়ো-I নকল মনে হচ্ছে।
2590,মেহেদী গুড়ো এর অবস্থা মোটামুটি।,1,মেহেদী-B গুড়ো-I এর অবস্থা মোটামুটি।
2591,"মেহেদী গুড়ো হাতে পেয়েছি, ধন্যবাদ।",1,"মেহেদী-B গুড়ো-I হাতে পেয়েছি, ধন্যবাদ।"
2592,ঠিকমতো মেহেদী গুড়ো পাইনি।,0,ঠিকমতো মেহেদী-B গুড়ো-I পাইনি।
2593,মাঝারি মানের মেহেদী গুড়ো।,1,মাঝারি মানের মেহেদী-B গুড়ো-I।
2594,দারাজকে ধন্যবাদ মেহেদী গুড়ো এর জন্য।,2,দারাজকে ধন্যবাদ মেহেদী-B গুড়ো-I এর জন্য।
2595,মেহেদী গুড়ো খুব খারাপ।,0,মেহেদী-B গুড়ো-I খুব খারাপ।
2596,"মেহেদী গুড়ো এর প্যাকেট খোলা ছিল, হতাশ।",0,"মেহেদী-B গুড়ো-I এর প্যাকেট খোলা ছিল, হতাশ।"
2597,মাঝারি মানের মেহেদী গুড়ো।,1,মাঝারি মানের মেহেদী-B গুড়ো-I।
2598,মেহেদী গুড়ো একদম ফালতু।,0,মেহেদী-B গুড়ো-I একদম ফালতু।
2599,মেহেদী গুড়ো একদম ফালতু।,0,মেহেদী-B গুড়ো-I একদম ফালতু।
2600,মেহেদী গুড়ো ব্যবহার করে জানাবো।,1,মেহেদী-B গুড়ো-I ব্যবহার করে জানাবো।
2601,সবাই নিতে পারেন সেপটেক্স সাবান।,2,সবাই নিতে পারেন সেপটেক্স-B সাবান-I।
2602,সেপটেক্স সাবান খুব ভালো কাজ করে।,2,সেপটেক্স-B সাবান-I খুব ভালো কাজ করে।
2603,সেপটেক্স সাবান খুব খারাপ।,0,সেপটেক্স-B সাবান-I খুব খারাপ।
2604,অনেক ভালো সেপটেক্স সাবান।,2,অনেক ভালো সেপটেক্স-B সাবান-I।
2605,সেপটেক্স সাবান এর মেয়াদ নেই।,0,সেপটেক্স-B সাবান-I এর মেয়াদ নেই।
2606,"সেপটেক্স সাবান এর প্যাকেট খোলা ছিল, হতাশ।",0,"সেপটেক্স-B সাবান-I এর প্যাকেট খোলা ছিল, হতাশ।"
2607,"সেপটেক্স সাবান এর প্যাকেট খোলা ছিল, হতাশ।",0,"সেপটেক্স-B সাবান-I এর প্যাকেট খোলা ছিল, হতাশ।"
2608,সেপটেক্স সাবান ভালো না।,0,সেপটেক্স-B সাবান-I ভালো না।
2609,"টাকা নষ্ট, সেপটেক্স সাবান ভালো কাজ করে না।",0,"টাকা নষ্ট, সেপটেক্স-B সাবান-I ভালো কাজ করে না।"
2610,খারাপ সার্ভিস সেপটেক্স সাবান এর জন্য।,0,খারাপ সার্ভিস সেপটেক্স-B সাবান-I এর জন্য।
2611,ঠিকমতো সেপটেক্স সাবান পাইনি।,0,ঠিকমতো সেপটেক্স-B সাবান-I পাইনি।
2612,খুব ভালো সেপটেক্স সাবান!,2,খুব ভালো সেপটেক্স-B সাবান-I!
2613,হাতে পেলাম সেপটেক্স সাবান।,1,হাতে পেলাম সেপটেক্স-B সাবান-I।
2614,অনেক ভালো সেপটেক্স সাবান।,2,অনেক ভালো সেপটেক্স-B সাবান-I।
2615,সবাই নিতে পারেন সেপটেক্স সাবান।,2,সবাই নিতে পারেন সেপটেক্স-B সাবান-I।
2616,খারাপ সার্ভিস সেপটেক্স সাবান এর জন্য।,0,খারাপ সার্ভিস সেপটেক্স-B সাবান-I এর জন্য।
2617,সেপটেক্স সাবান ভালো না।,0,সেপটেক্স-B সাবান-I ভালো না।
2618,"সেপটেক্স সাবান হাতে পেয়েছি, ধন্যবাদ।",1,"সেপটেক্স-B সাবান-I হাতে পেয়েছি, ধন্যবাদ।"
2619,হতাশ সেপটেক্স সাবান দেখে।,0,হতাশ সেপটেক্স-B সাবান-I দেখে।
2620,ঠিক আছে সেপটেক্স সাবান।,1,ঠিক আছে সেপটেক্স-B সাবান-I।
2621,সেপটেক্স সাবান খুব ভালো কাজ করে।,2,সেপটেক্স-B সাবান-I খুব ভালো কাজ করে।
2622,"ডেলিভারি ঠিক ছিল, সেপটেক্স সাবান ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, সেপটেক্স-B সাবান-I ঠিক আছে।"
2623,খুব ভালো সেপটেক্স সাবান!,2,খুব ভালো সেপটেক্স-B সাবান-I!
2624,সেপটেক্স সাবান এর প্যাকিং ভালো।,1,সেপটেক্স-B সাবান-I এর প্যাকিং ভালো।
2625,"ধন্যবাদ, সেপটেক্স সাবান খুব কাজে দিয়েছে।",2,"ধন্যবাদ, সেপটেক্স-B সাবান-I খুব কাজে দিয়েছে।"
2626,"সেপটেক্স সাবান এর প্যাকেট খোলা ছিল, হতাশ।",0,"সেপটেক্স-B সাবান-I এর প্যাকেট খোলা ছিল, হতাশ।"
2627,হতাশ সেপটেক্স সাবান দেখে।,0,হতাশ সেপটেক্স-B সাবান-I দেখে।
2628,সাধারণ সেপটেক্স সাবান।,1,সাধারণ সেপটেক্স-B সাবান-I।
2629,"ডেলিভারি ঠিক ছিল, সেপটেক্স সাবান ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, সেপটেক্স-B সাবান-I ঠিক আছে।"
2630,"ডেলিভারি ঠিক ছিল, সেপটেক্স সাবান ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, সেপটেক্স-B সাবান-I ঠিক আছে।"
2631,সেপটেক্স সাবান নকল মনে হচ্ছে।,0,সেপটেক্স-B সাবান-I নকল মনে হচ্ছে।
2632,সেপটেক্স সাবান খুব ভালো কাজ করে।,2,সেপটেক্স-B সাবান-I খুব ভালো কাজ করে।
2633,সেপটেক্স সাবান খুব ভালো কাজ করে।,2,সেপটেক্স-B সাবান-I খুব ভালো কাজ করে।
2634,সেপটেক্স সাবান এর মান খুব ভালো।,2,সেপটেক্স-B সাবান-I এর মান খুব ভালো।
2635,"টাকা নষ্ট, সেপটেক্স সাবান ভালো কাজ করে না।",0,"টাকা নষ্ট, সেপটেক্স-B সাবান-I ভালো কাজ করে না।"
2636,সেপটেক্স সাবান ভালো না।,0,সেপটেক্স-B সাবান-I ভালো না।
2637,"সেপটেক্স সাবান টা অসাধারণ, সবাই নিতে পারেন।",2,"সেপটেক্স-B সাবান-I টা অসাধারণ, সবাই নিতে পারেন।"
2638,"সেপটেক্স সাবান হাতে পেয়েছি, ধন্যবাদ।",1,"সেপটেক্স-B সাবান-I হাতে পেয়েছি, ধন্যবাদ।"
2639,সেপটেক্স সাবান খুব ভালো কাজ করে।,2,সেপটেক্স-B সাবান-I খুব ভালো কাজ করে।
2640,দাম অনুযায়ী সেপটেক্স সাবান বেস্ট।,2,দাম অনুযায়ী সেপটেক্স-B সাবান-I বেস্ট।
2641,"ধন্যবাদ, সেপটেক্স সাবান খুব কাজে দিয়েছে।",2,"ধন্যবাদ, সেপটেক্স-B সাবান-I খুব কাজে দিয়েছে।"
2642,সাধারণ সেপটেক্স সাবান।,1,সাধারণ সেপটেক্স-B সাবান-I।
2643,সেপটেক্স সাবান এর মান খুব ভালো।,2,সেপটেক্স-B সাবান-I এর মান খুব ভালো।
2644,ঠিকমতো সেপটেক্স সাবান পাইনি।,0,ঠিকমতো সেপটেক্স-B সাবান-I পাইনি।
2645,হাতে পেলাম সেপটেক্স সাবান।,1,হাতে পেলাম সেপটেক্স-B সাবান-I।
2646,সেপটেক্স সাবান এর মান খুব ভালো।,2,সেপটেক্স-B সাবান-I এর মান খুব ভালো।
2647,অনেক ভালো সেপটেক্স সাবান।,2,অনেক ভালো সেপটেক্স-B সাবান-I।
2648,সেপটেক্স সাবান ভালো না।,0,সেপটেক্স-B সাবান-I ভালো না।
2649,"দেখলাম সেপটেক্স সাবান, ঠিক আছে।",1,"দেখলাম সেপটেক্স-B সাবান-I, ঠিক আছে।"
2650,"সেপটেক্স সাবান টা অসাধারণ, সবাই নিতে পারেন।",2,"সেপটেক্স-B সাবান-I টা অসাধারণ, সবাই নিতে পারেন।"
2651,"ডেলিভারি ঠিক ছিল, সেপটেক্স সাবান ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, সেপটেক্স-B সাবান-I ঠিক আছে।"
2652,"ধন্যবাদ, সেপটেক্স সাবান খুব কাজে দিয়েছে।",2,"ধন্যবাদ, সেপটেক্স-B সাবান-I খুব কাজে দিয়েছে।"
2653,সেপটেক্স সাবান ব্যবহার করে জানাবো।,1,সেপটেক্স-B সাবান-I ব্যবহার করে জানাবো।
2654,হাতে পেলাম সেপটেক্স সাবান।,1,হাতে পেলাম সেপটেক্স-B সাবান-I।
2655,"দেখলাম সেপটেক্স সাবান, ঠিক আছে।",1,"দেখলাম সেপটেক্স-B সাবান-I, ঠিক আছে।"
2656,"দেখলাম সেপটেক্স সাবান, ঠিক আছে।",1,"দেখলাম সেপটেক্স-B সাবান-I, ঠিক আছে।"
2657,সেপটেক্স সাবান এর মেয়াদ নেই।,0,সেপটেক্স-B সাবান-I এর মেয়াদ নেই।
2658,"দেখলাম সেপটেক্স সাবান, ঠিক আছে।",1,"দেখলাম সেপটেক্স-B সাবান-I, ঠিক আছে।"
2659,খুব ভালো সেপটেক্স সাবান!,2,খুব ভালো সেপটেক্স-B সাবান-I!
2660,ঠিক আছে সেপটেক্স সাবান।,1,ঠিক আছে সেপটেক্স-B সাবান-I।
2661,দাম অনুযায়ী সেপটেক্স সাবান বেস্ট।,2,দাম অনুযায়ী সেপটেক্স-B সাবান-I বেস্ট।
2662,সেপটেক্স সাবান একদম ফালতু।,0,সেপটেক্স-B সাবান-I একদম ফালতু।
2663,"ধন্যবাদ, সেপটেক্স সাবান খুব কাজে দিয়েছে।",2,"ধন্যবাদ, সেপটেক্স-B সাবান-I খুব কাজে দিয়েছে।"
2664,"সেপটেক্স সাবান টা অসাধারণ, সবাই নিতে পারেন।",2,"সেপটেক্স-B সাবান-I টা অসাধারণ, সবাই নিতে পারেন।"
2665,সেপটেক্স সাবান এর অবস্থা মোটামুটি।,1,সেপটেক্স-B সাবান-I এর অবস্থা মোটামুটি।
2666,হাতে পেলাম সেপটেক্স সাবান।,1,হাতে পেলাম সেপটেক্স-B সাবান-I।
2667,অনেক ভালো সেপটেক্স সাবান।,2,অনেক ভালো সেপটেক্স-B সাবান-I।
2668,"টাকা নষ্ট, সেপটেক্স সাবান ভালো কাজ করে না।",0,"টাকা নষ্ট, সেপটেক্স-B সাবান-I ভালো কাজ করে না।"
2669,খুব ভালো সেপটেক্স সাবান!,2,খুব ভালো সেপটেক্স-B সাবান-I!
2670,"সেপটেক্স সাবান এর প্যাকেট খোলা ছিল, হতাশ।",0,"সেপটেক্স-B সাবান-I এর প্যাকেট খোলা ছিল, হতাশ।"
2671,সেপটেক্স সাবান এর অবস্থা মোটামুটি।,1,সেপটেক্স-B সাবান-I এর অবস্থা মোটামুটি।
2672,সেপটেক্স সাবান ব্যবহার করে জানাবো।,1,সেপটেক্স-B সাবান-I ব্যবহার করে জানাবো।
2673,ঠিকমতো সেপটেক্স সাবান পাইনি।,0,ঠিকমতো সেপটেক্স-B সাবান-I পাইনি।
2674,সবাই নিতে পারেন সেপটেক্স সাবান।,2,সবাই নিতে পারেন সেপটেক্স-B সাবান-I।
2675,সেপটেক্স সাবান ব্যবহার করে জানাবো।,1,সেপটেক্স-B সাবান-I ব্যবহার করে জানাবো।
2676,দাম অনুযায়ী সেপটেক্স সাবান বেস্ট।,2,দাম অনুযায়ী সেপটেক্স-B সাবান-I বেস্ট।
2677,অরিজিনাল সেপটেক্স সাবান পেয়ে খুশি।,2,অরিজিনাল সেপটেক্স-B সাবান-I পেয়ে খুশি।
2678,সেপটেক্স সাবান এর প্যাকিং ভালো।,1,সেপটেক্স-B সাবান-I এর প্যাকিং ভালো।
2679,মাঝারি মানের সেপটেক্স সাবান।,1,মাঝারি মানের সেপটেক্স-B সাবান-I।
2680,হাতে পেলাম সেপটেক্স সাবান।,1,হাতে পেলাম সেপটেক্স-B সাবান-I।
2681,সবাই নিতে পারেন সেপটেক্স সাবান।,2,সবাই নিতে পারেন সেপটেক্স-B সাবান-I।
2682,"সেপটেক্স সাবান টা অসাধারণ, সবাই নিতে পারেন।",2,"সেপটেক্স-B সাবান-I টা অসাধারণ, সবাই নিতে পারেন।"
2683,সেপটেক্স সাবান খুব খারাপ।,0,সেপটেক্স-B সাবান-I খুব খারাপ।
2684,"সেপটেক্স সাবান হাতে পেয়েছি, ধন্যবাদ।",1,"সেপটেক্স-B সাবান-I হাতে পেয়েছি, ধন্যবাদ।"
2685,সেপটেক্স সাবান এর মান খুব ভালো।,2,সেপটেক্স-B সাবান-I এর মান খুব ভালো।
2686,"ডেলিভারি ঠিক ছিল, সেপটেক্স সাবান ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, সেপটেক্স-B সাবান-I ঠিক আছে।"
2687,অনেক ভালো সেপটেক্স সাবান।,2,অনেক ভালো সেপটেক্স-B সাবান-I।
2688,সবাই নিতে পারেন সেপটেক্স সাবান।,2,সবাই নিতে পারেন সেপটেক্স-B সাবান-I।
2689,"সেপটেক্স সাবান এর প্যাকেট খোলা ছিল, হতাশ।",0,"সেপটেক্স-B সাবান-I এর প্যাকেট খোলা ছিল, হতাশ।"
2690,সেপটেক্স সাবান ভালো না।,0,সেপটেক্স-B সাবান-I ভালো না।
2691,সেপটেক্স সাবান খুব ভালো কাজ করে।,2,সেপটেক্স-B সাবান-I খুব ভালো কাজ করে।
2692,"সেপটেক্স সাবান টা অসাধারণ, সবাই নিতে পারেন।",2,"সেপটেক্স-B সাবান-I টা অসাধারণ, সবাই নিতে পারেন।"
2693,অরিজিনাল সেপটেক্স সাবান পেয়ে খুশি।,2,অরিজিনাল সেপটেক্স-B সাবান-I পেয়ে খুশি।
2694,দাম অনুযায়ী সেপটেক্স সাবান বেস্ট।,2,দাম অনুযায়ী সেপটেক্স-B সাবান-I বেস্ট।
2695,দারাজকে ধন্যবাদ সেপটেক্স সাবান এর জন্য।,2,দারাজকে ধন্যবাদ সেপটেক্স-B সাবান-I এর জন্য।
2696,অরিজিনাল সেপটেক্স সাবান পেয়ে খুশি।,2,অরিজিনাল সেপটেক্স-B সাবান-I পেয়ে খুশি।
2697,সেপটেক্স সাবান এর প্যাকিং ভালো।,1,সেপটেক্স-B সাবান-I এর প্যাকিং ভালো।
2698,সেপটেক্স সাবান এর মান খুব ভালো।,2,সেপটেক্স-B সাবান-I এর মান খুব ভালো।
2699,সেপটেক্স সাবান একদম ফালতু।,0,সেপটেক্স-B সাবান-I একদম ফালতু।
2700,সেপটেক্স সাবান খুব ভালো কাজ করে।,2,সেপটেক্স-B সাবান-I খুব ভালো কাজ করে।
2701,"টাকা নষ্ট, মেরিলের সাবান ভালো কাজ করে না।",0,"টাকা নষ্ট, মেরিলের-B সাবান-I ভালো কাজ করে না।"
2702,মেরিলের সাবান ভালো না।,0,মেরিলের-B সাবান-I ভালো না।
2703,মেরিলের সাবান এর মেয়াদ নেই।,0,মেরিলের-B সাবান-I এর মেয়াদ নেই।
2704,মেরিলের সাবান একদম ফালতু।,0,মেরিলের-B সাবান-I একদম ফালতু।
2705,হাতে পেলাম মেরিলের সাবান।,1,হাতে পেলাম মেরিলের-B সাবান-I।
2706,মাঝারি মানের মেরিলের সাবান।,1,মাঝারি মানের মেরিলের-B সাবান-I।
2707,মেরিলের সাবান ভালো না।,0,মেরিলের-B সাবান-I ভালো না।
2708,খারাপ সার্ভিস মেরিলের সাবান এর জন্য।,0,খারাপ সার্ভিস মেরিলের-B সাবান-I এর জন্য।
2709,"টাকা নষ্ট, মেরিলের সাবান ভালো কাজ করে না।",0,"টাকা নষ্ট, মেরিলের-B সাবান-I ভালো কাজ করে না।"
2710,"মেরিলের সাবান হাতে পেয়েছি, ধন্যবাদ।",1,"মেরিলের-B সাবান-I হাতে পেয়েছি, ধন্যবাদ।"
2711,সবাই নিতে পারেন মেরিলের সাবান।,2,সবাই নিতে পারেন মেরিলের-B সাবান-I।
2712,মেরিলের সাবান খুব খারাপ।,0,মেরিলের-B সাবান-I খুব খারাপ।
2713,"মেরিলের সাবান এর প্যাকেট খোলা ছিল, হতাশ।",0,"মেরিলের-B সাবান-I এর প্যাকেট খোলা ছিল, হতাশ।"
2714,অরিজিনাল মেরিলের সাবান পেয়ে খুশি।,2,অরিজিনাল মেরিলের-B সাবান-I পেয়ে খুশি।
2715,হাতে পেলাম মেরিলের সাবান।,1,হাতে পেলাম মেরিলের-B সাবান-I।
2716,"দেখলাম মেরিলের সাবান, ঠিক আছে।",1,"দেখলাম মেরিলের-B সাবান-I, ঠিক আছে।"
2717,মেরিলের সাবান একদম ফালতু।,0,মেরিলের-B সাবান-I একদম ফালতু।
2718,মেরিলের সাবান এর মেয়াদ নেই।,0,মেরিলের-B সাবান-I এর মেয়াদ নেই।
2719,"ধন্যবাদ, মেরিলের সাবান খুব কাজে দিয়েছে।",2,"ধন্যবাদ, মেরিলের-B সাবান-I খুব কাজে দিয়েছে।"
2720,মেরিলের সাবান এর প্যাকিং ভালো।,1,মেরিলের-B সাবান-I এর প্যাকিং ভালো।
2721,মেরিলের সাবান নকল মনে হচ্ছে।,0,মেরিলের-B সাবান-I নকল মনে হচ্ছে।
2722,ঠিক আছে মেরিলের সাবান।,1,ঠিক আছে মেরিলের-B সাবান-I।
2723,সাধারণ মেরিলের সাবান।,1,সাধারণ মেরিলের-B সাবান-I।
2724,"দেখলাম মেরিলের সাবান, ঠিক আছে।",1,"দেখলাম মেরিলের-B সাবান-I, ঠিক আছে।"
2725,হাতে পেলাম মেরিলের সাবান।,1,হাতে পেলাম মেরিলের-B সাবান-I।
2726,অনেক ভালো মেরিলের সাবান।,2,অনেক ভালো মেরিলের-B সাবান-I।
2727,সবাই নিতে পারেন মেরিলের সাবান।,2,সবাই নিতে পারেন মেরিলের-B সাবান-I।
2728,মাঝারি মানের মেরিলের সাবান।,1,মাঝারি মানের মেরিলের-B সাবান-I।
2729,অরিজিনাল মেরিলের সাবান পেয়ে খুশি।,2,অরিজিনাল মেরিলের-B সাবান-I পেয়ে খুশি।
2730,মেরিলের সাবান একদম ফালতু।,0,মেরিলের-B সাবান-I একদম ফালতু।
2731,মেরিলের সাবান নকল মনে হচ্ছে।,0,মেরিলের-B সাবান-I নকল মনে হচ্ছে।
2732,"ডেলিভারি ঠিক ছিল, মেরিলের সাবান ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, মেরিলের-B সাবান-I ঠিক আছে।"
2733,মেরিলের সাবান খুব খারাপ।,0,মেরিলের-B সাবান-I খুব খারাপ।
2734,অনেক ভালো মেরিলের সাবান।,2,অনেক ভালো মেরিলের-B সাবান-I।
2735,"মেরিলের সাবান হাতে পেয়েছি, ধন্যবাদ।",1,"মেরিলের-B সাবান-I হাতে পেয়েছি, ধন্যবাদ।"
2736,অনেক ভালো মেরিলের সাবান।,2,অনেক ভালো মেরিলের-B সাবান-I।
2737,মেরিলের সাবান খুব খারাপ।,0,মেরিলের-B সাবান-I খুব খারাপ।
2738,মেরিলের সাবান খুব খারাপ।,0,মেরিলের-B সাবান-I খুব খারাপ।
2739,মেরিলের সাবান ভালো না।,0,মেরিলের-B সাবান-I ভালো না।
2740,"ধন্যবাদ, মেরিলের সাবান খুব কাজে দিয়েছে।",2,"ধন্যবাদ, মেরিলের-B সাবান-I খুব কাজে দিয়েছে।"
2741,"টাকা নষ্ট, মেরিলের সাবান ভালো কাজ করে না।",0,"টাকা নষ্ট, মেরিলের-B সাবান-I ভালো কাজ করে না।"
2742,অনেক ভালো মেরিলের সাবান।,2,অনেক ভালো মেরিলের-B সাবান-I।
2743,মেরিলের সাবান নকল মনে হচ্ছে।,0,মেরিলের-B সাবান-I নকল মনে হচ্ছে।
2744,"ডেলিভারি ঠিক ছিল, মেরিলের সাবান ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, মেরিলের-B সাবান-I ঠিক আছে।"
2745,অনেক ভালো মেরিলের সাবান।,2,অনেক ভালো মেরিলের-B সাবান-I।
2746,সবাই নিতে পারেন মেরিলের সাবান।,2,সবাই নিতে পারেন মেরিলের-B সাবান-I।
2747,"দেখলাম মেরিলের সাবান, ঠিক আছে।",1,"দেখলাম মেরিলের-B সাবান-I, ঠিক আছে।"
2748,অনেক ভালো মেরিলের সাবান।,2,অনেক ভালো মেরিলের-B সাবান-I।
2749,দাম অনুযায়ী মেরিলের সাবান বেস্ট।,2,দাম অনুযায়ী মেরিলের-B সাবান-I বেস্ট।
2750,দাম অনুযায়ী মেরিলের সাবান বেস্ট।,2,দাম অনুযায়ী মেরিলের-B সাবান-I বেস্ট।
